id,value
Organic Chemicals.Alcohols.Propanols.Propanolamines.Timolol,D02.033.755.624.915
"Organic Chemicals.Alcohols.Propanols.Propanolamines.Timolol.Brimonidine Tartrate, Timolol Maleate Drug Combination",D02.033.755.624.915.500
Organic Chemicals.Alcohols.Sugar Alcohols,D02.033.800
Organic Chemicals.Alcohols.Sugar Alcohols.Dithioerythritol,D02.033.800.175
Organic Chemicals.Alcohols.Sugar Alcohols.Dithiothreitol,D02.033.800.196
Organic Chemicals.Alcohols.Sugar Alcohols.Erythritol,D02.033.800.329
Organic Chemicals.Alcohols.Sugar Alcohols.Erythritol.Erythrityl Tetranitrate,D02.033.800.329.225
Organic Chemicals.Alcohols.Sugar Alcohols.Galactitol,D02.033.800.400
Organic Chemicals.Alcohols.Sugar Alcohols.Galactitol.Dianhydrogalactitol,D02.033.800.400.350
Organic Chemicals.Alcohols.Sugar Alcohols.Galactitol.Mitolactol,D02.033.800.400.500
Organic Chemicals.Alcohols.Sugar Alcohols.Inositol,D02.033.800.519
Organic Chemicals.Alcohols.Sugar Alcohols.Inositol.Inositol Phosphates,D02.033.800.519.400
"Organic Chemicals.Alcohols.Sugar Alcohols.Inositol.Inositol Phosphates.Inositol 1,4,5-Trisphosphate",D02.033.800.519.400.350
Organic Chemicals.Alcohols.Sugar Alcohols.Inositol.Inositol Phosphates.Phytic Acid,D02.033.800.519.400.700
Organic Chemicals.Alcohols.Sugar Alcohols.Mannitol,D02.033.800.609
Organic Chemicals.Alcohols.Sugar Alcohols.Mannitol.Mannitol Phosphates,D02.033.800.609.450
Organic Chemicals.Alcohols.Sugar Alcohols.Mannitol.Mitobronitol,D02.033.800.609.500
Organic Chemicals.Alcohols.Sugar Alcohols.Ribitol,D02.033.800.780
Organic Chemicals.Alcohols.Sugar Alcohols.Sorbitol,D02.033.800.813
Organic Chemicals.Alcohols.Sugar Alcohols.Sorbitol.Isosorbide,D02.033.800.813.480
Organic Chemicals.Alcohols.Sugar Alcohols.Sorbitol.Isosorbide.Isosorbide Dinitrate,D02.033.800.813.480.500
Organic Chemicals.Alcohols.Sugar Alcohols.Sorbitol.Meglumine,D02.033.800.813.550
Organic Chemicals.Alcohols.Sugar Alcohols.Sorbitol.Meglumine.Diatrizoate Meglumine,D02.033.800.813.550.500
Organic Chemicals.Alcohols.Sugar Alcohols.Sorbitol.Meglumine.Iothalamate Meglumine,D02.033.800.813.550.600
Organic Chemicals.Alcohols.Sugar Alcohols.Triose Sugar Alcohols,D02.033.800.875
Organic Chemicals.Alcohols.Sugar Alcohols.Triose Sugar Alcohols.Glycerol,D02.033.800.875.500
Organic Chemicals.Alcohols.Sugar Alcohols.Triose Sugar Alcohols.Glycerophosphates,D02.033.800.875.750
Organic Chemicals.Alcohols.Sugar Alcohols.Triose Sugar Alcohols.Glycerophosphates.Glycerylphosphorylcholine,D02.033.800.875.750.449
Organic Chemicals.Alcohols.Sugar Alcohols.Triose Sugar Alcohols.Glyceryl Ethers,D02.033.800.875.875
Organic Chemicals.Alcohols.Sugar Alcohols.Triose Sugar Alcohols.Glyceryl Ethers.Phospholipid Ethers,D02.033.800.875.875.750
